"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
pex_bm_assistv4_12m_i_perform_006,pex_bm_assistv4,,radio,"Prescription opioids (oxycodone, morphine, codeine, fentanyl, tramadol, etc.)","1, Yes | 0, No | 999, <font color=""gray"">Don't know</font> | 777, <font color=""gray"">Decline to answer</font>",,,,,,"([pex_bm_assistv4_12m_i_use_006] = '1' OR [pex_bm_assistv4_12m_i_use_006] = '2' OR [pex_bm_assistv4_12m_i_use_006] = '3' OR [pex_bm_assistv4_12m_i_use_006] = '4')",y,,,pex_bm_assistv4_12m_i_perform_m01,,
pex_bm_assistv4_12m_i_perform_007,pex_bm_assistv4,,radio,"Heroin or other illicit opioids (e.g. illicit fentanyl, etc)","1, Yes | 0, No | 999, <font color=""gray"">Don't know</font> | 777, <font color=""gray"">Decline to answer</font>",,,,,,"([pex_bm_assistv4_12m_i_use_007] = '1' OR [pex_bm_assistv4_12m_i_use_007] = '2' OR [pex_bm_assistv4_12m_i_use_007] = '3' OR [pex_bm_assistv4_12m_i_use_007] = '4')",y,,,pex_bm_assistv4_12m_i_perform_m01,,
pex_bm_assistv4_12m_i_perform_008,pex_bm_assistv4,,radio,Methadone,"1, Yes | 0, No | 999, <font color=""gray"">Don't know</font> | 777, <font color=""gray"">Decline to answer</font>",,,,,,"([pex_bm_assistv4_12m_i_use_008] = '1' OR [pex_bm_assistv4_12m_i_use_008] = '2' OR [pex_bm_assistv4_12m_i_use_008] = '3' OR [pex_bm_assistv4_12m_i_use_008] = '4')",y,,,pex_bm_assistv4_12m_i_perform_m01,,
pex_bm_assistv4_12m_i_perform_009,pex_bm_assistv4,,radio,Buprenorphine,"1, Yes | 0, No | 999, <font color=""gray"">Don't know</font> | 777, <font color=""gray"">Decline to answer</font>",,,,,,"([pex_bm_assistv4_12m_i_use_009] = '1' OR [pex_bm_assistv4_12m_i_use_009] = '2' OR [pex_bm_assistv4_12m_i_use_009] = '3' OR [pex_bm_assistv4_12m_i_use_009] = '4')",y,,,pex_bm_assistv4_12m_i_perform_m01,,
pex_bm_assistv4_12m_i_perform_010,pex_bm_assistv4,,radio,"Benzodiazepines, sedatives, or sleeping pills (Valium, Xanax, Ambien, barbiturates, etc.)","1, Yes | 0, No | 999, <font color=""gray"">Don't know</font> | 777, <font color=""gray"">Decline to answer</font>",,,,,,"([pex_bm_assistv4_12m_i_use_010] = '1' OR [pex_bm_assistv4_12m_i_use_010] = '2' OR [pex_bm_assistv4_12m_i_use_010] = '3' OR [pex_bm_assistv4_12m_i_use_010] = '4')",y,,,pex_bm_assistv4_12m_i_perform_m01,,
pex_bm_assistv4_12m_i_perform_011,pex_bm_assistv4,,radio,"Cocaine (coke, crack, etc.)","1, Yes | 0, No | 999, <font color=""gray"">Don't know</font> | 777, <font color=""gray"">Decline to answer</font>",,,,,,"([pex_bm_assistv4_12m_i_use_011] = '1' OR [pex_bm_assistv4_12m_i_use_011] = '2' OR [pex_bm_assistv4_12m_i_use_011] = '3' OR [pex_bm_assistv4_12m_i_use_011] = '4')",y,,,pex_bm_assistv4_12m_i_perform_m01,,
pex_bm_assistv4_12m_i_perform_012,pex_bm_assistv4,,radio,"Amphetamine type stimulants (speed, Adderall, diet pills, etc.)","1, Yes | 0, No | 999, <font color=""gray"">Don't know</font> | 777, <font color=""gray"">Decline to answer</font>",,,,,,"([pex_bm_assistv4_12m_i_use_012] = '1' OR [pex_bm_assistv4_12m_i_use_012] = '2' OR [pex_bm_assistv4_12m_i_use_012] = '3' OR [pex_bm_assistv4_12m_i_use_012] = '4')",y,,,pex_bm_assistv4_12m_i_perform_m01,,
pex_bm_assistv4_12m_i_perform_013,pex_bm_assistv4,,radio,"Methamphetamine (meth, crystal meth, etc.)","1, Yes | 0, No | 999, <font color=""gray"">Don't know</font> | 777, <font color=""gray"">Decline to answer</font>",,,,,,"([pex_bm_assistv4_12m_i_use_013] = '1' OR [pex_bm_assistv4_12m_i_use_013] = '2' OR [pex_bm_assistv4_12m_i_use_013] = '3' OR [pex_bm_assistv4_12m_i_use_013] = '4')",y,,,pex_bm_assistv4_12m_i_perform_m01,,
pex_bm_assistv4_12m_i_perform_014,pex_bm_assistv4,,radio,"Inhalants (nitrous, glue, petrol, paint thinner, etc.)","1, Yes | 0, No | 999, <font color=""gray"">Don't know</font> | 777, <font color=""gray"">Decline to answer</font>",,,,,,"([pex_bm_assistv4_12m_i_use_014] = '1' OR [pex_bm_assistv4_12m_i_use_014] = '2' OR [pex_bm_assistv4_12m_i_use_014] = '3' OR [pex_bm_assistv4_12m_i_use_014] = '4')",y,,,pex_bm_assistv4_12m_i_perform_m01,,
pex_bm_assistv4_12m_i_perform_015,pex_bm_assistv4,,radio,"Hallucinogens or club drugs (LSD, acid, mushrooms, psilocybin, MDMA, molly, ecstasy, Special K, GHB, etc.)","1, Yes | 0, No | 999, <font color=""gray"">Don't know</font> | 777, <font color=""gray"">Decline to answer</font>",,,,,,"([pex_bm_assistv4_12m_i_use_015] = '1' OR [pex_bm_assistv4_12m_i_use_015] = '2' OR [pex_bm_assistv4_12m_i_use_015] = '3' OR [pex_bm_assistv4_12m_i_use_015] = '4')",y,,,pex_bm_assistv4_12m_i_perform_m01,,
pex_bm_assistv4_12m_i_perform_016,pex_bm_assistv4,,radio,"Androgenic anabolic steroids (for performance enhancement)","1, Yes | 0, No | 999, <font color=""gray"">Don't know</font> | 777, <font color=""gray"">Decline to answer</font>",,,,,,"([pex_bm_assistv4_12m_i_use_016] = '1' OR [pex_bm_assistv4_12m_i_use_016] = '2' OR [pex_bm_assistv4_12m_i_use_016] = '3' OR [pex_bm_assistv4_12m_i_use_016] = '4')",y,,,pex_bm_assistv4_12m_i_perform_m01,,
pex_bm_assistv4_12m_i_perform_017,pex_bm_assistv4,,radio,"Phencyclidine (PCP)","1, Yes | 0, No | 999, <font color=""gray"">Don't know</font> | 777, <font color=""gray"">Decline to answer</font>",,,,,,"([pex_bm_assistv4_12m_i_use_017] = '1' OR [pex_bm_assistv4_12m_i_use_017] = '2' OR [pex_bm_assistv4_12m_i_use_017] = '3' OR [pex_bm_assistv4_12m_i_use_017] = '4')",y,,,pex_bm_assistv4_12m_i_perform_m01,,
pex_bm_assistv4_12m_i_perform_018,pex_bm_assistv4,,radio,Kratom,"1, Yes | 0, No | 999, <font color=""gray"">Don't know</font> | 777, <font color=""gray"">Decline to answer</font>",,,,,,"([pex_bm_assistv4_12m_i_use_018] = '1' OR [pex_bm_assistv4_12m_i_use_018] = '2' OR [pex_bm_assistv4_12m_i_use_018] = '3' OR [pex_bm_assistv4_12m_i_use_018] = '4')",y,,,pex_bm_assistv4_12m_i_perform_m01,,
pex_bm_assistv4_12m_i_perform_019,pex_bm_assistv4,,radio,Xylazine,"1, Yes | 0, No | 999, <font color=""gray"">Don't know</font> | 777, <font color=""gray"">Decline to answer</font>",,,,,,"([pex_bm_assistv4_12m_i_use_019] = '1' OR [pex_bm_assistv4_12m_i_use_019] = '2' OR [pex_bm_assistv4_12m_i_use_019] = '3' OR [pex_bm_assistv4_12m_i_use_019] = '4')",y,,,pex_bm_assistv4_12m_i_perform_m01,,
remote_survey_instr01,remote_survey_completion,,descriptive,"Please click ""Next page"" to complete the surveys.",,,,,,,,,,,,,
remote_completion_dtt,remote_survey_completion,,text,"Start time",,,datetime_seconds_mdy,,,,,y,,,,," @HIDDEN @NOW"
remote_completion_timestamp_start,remote_survey_completion,,text,"Start time (server)",,,datetime_seconds_mdy,,,,,y,,,,," @HIDDEN @NOW-SERVER"
remote_completion,remote_survey_completion," Survey Completion",descriptive,"Thank you for completing these questionnaires! Your answers are recorded and saved. If you have any questions or concerns, please feel free to reach out to your HBCD Study Coordinator for more information.",,,,,,,,,,,,,
sed_bm_nbhsaf_lang,sed_bm_nbhsaf,,radio,Language,"en, English|es, Spanish",,,,,,,y,,,,," @HIDDEN @LANGUAGE-CURRENT-SURVEY"
sed_bm_nbhsaf_dtt,sed_bm_nbhsaf,,text,"Start time",,,datetime_seconds_mdy,,,,,y,,,,," @HIDDEN @NOW"
sed_bm_nbhsaf_timestamp_start,sed_bm_nbhsaf,,text,"Start time (server)",,,datetime_seconds_mdy,,,,,y,,,,," @HIDDEN @NOW-SERVER"
sed_bm_nbhsaf_location,sed_bm_nbhsaf,,dropdown,"Remote or on-site?","1, Remote|2, On-site",,,,,,,y,,,,," @IF([event-name][visit_start_complete] != 2, @DEFAULT='1', @DEFAULT='2') @HIDDEN"
sed_bm_nbhsaf_001,sed_bm_nbhsaf,,radio,"I feel safe walking in my neighborhood, day or night.","1, Strongly Agree|2, Agree|3, Neutral (neither agree nor disagree)|4, Disagree|5, Strongly Disagree|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,seb_bm_nbhsaf_m01,,
sed_bm_nbhsaf_002,sed_bm_nbhsaf,,radio,"Violence is not a problem in my neighborhood.","1, Strongly Agree|2, Agree|3, Neutral (neither agree nor disagree)|4, Disagree|5, Strongly Disagree|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,seb_bm_nbhsaf_m01,,
sed_bm_nbhsaf_003,sed_bm_nbhsaf,,radio,"My neighborhood is safe from crime.","1, Strongly Agree|2, Agree|3, Neutral (neither agree nor disagree)|4, Disagree|5, Strongly Disagree|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,seb_bm_nbhsaf_m01,,
sed_bm_paces_lang,sed_bm_paces,,radio,Language,"en, English|es, Spanish",,,,,,,y,,,,," @HIDDEN @LANGUAGE-CURRENT-SURVEY"
sed_bm_paces_dtt,sed_bm_paces,,text,"Start time",,,datetime_seconds_mdy,,,,,y,,,,," @HIDDEN @NOW"
sed_bm_paces_timestamp_start,sed_bm_paces,,text,"Start time (server)",,,datetime_seconds_mdy,,,,,y,,,,," @HIDDEN @NOW-SERVER"
sed_bm_paces_location,sed_bm_paces,,dropdown,"Remote or on-site?","1, Remote|2, On-site",,,,,,,y,,,,," @IF([event-name][visit_start_complete] != 2, @DEFAULT='1', @DEFAULT='2') @HIDDEN"
sed_bm_paces_001,sed_bm_paces,"When answering these questions, think about the last 12 months. Please select the response that best describes you.",radio,"I felt loved and did not doubt that I was cared for.","1, Never|2, Rarely|3, Sometimes|4, Often|5, Very Often|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,sed_bm_paces_m01,,
sed_bm_paces_002,sed_bm_paces,,radio,"I had someone I trust that I could turn to for advice, mentorship, or support.","1, Never|2, Rarely|3, Sometimes|4, Often|5, Very Often|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,sed_bm_paces_m01,,
sed_bm_paces_003,sed_bm_paces,,radio,"I had at least one best friend, someone I could count on and had fun with.","1, Never|2, Rarely|3, Sometimes|4, Often|5, Very Often|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,sed_bm_paces_m01,,
sed_bm_paces_004,sed_bm_paces,,radio,"I was engaged in at least one social or faith-based group.","1, Never|2, Rarely|3, Sometimes|4, Often|5, Very Often|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,sed_bm_paces_m01,,
sed_bm_paces_005,sed_bm_paces,,radio,"I did things to benefit others or participated in community helping projects.","1, Never|2, Rarely|3, Sometimes|4, Often|5, Very Often|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,sed_bm_paces_m01,,
sed_bm_paces_006,sed_bm_paces,,radio,"I had regular routines for things like sleeping, eating, and exercising.","1, Never|2, Rarely|3, Sometimes|4, Often|5, Very Often|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,sed_bm_paces_m01,,
sed_bm_paces_007,sed_bm_paces,,radio,"I lived in a space that was clean, safe, and uncluttered.","1, Never|2, Rarely|3, Sometimes|4, Often|5, Very Often|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,sed_bm_paces_m01,,
sed_bm_paces_008,sed_bm_paces,,radio,"I had opportunities to learn and grow as a person or in my work.","1, Never|2, Rarely|3, Sometimes|4, Often|5, Very Often|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,sed_bm_paces_m01,,
sed_bm_paces_009,sed_bm_paces,,radio,"I was physically active, either alone or with others.","1, Never|2, Rarely|3, Sometimes|4, Often|5, Very Often|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,sed_bm_paces_m01,,
sed_bm_paces_010,sed_bm_paces,,radio,"I enjoyed at least one hobby or leisure activity.","1, Never|2, Rarely|3, Sometimes|4, Often|5, Very Often|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,sed_bm_paces_m01,,
sed_bm_bfy_lang,sed_bm_bfy,,radio,Language,"en, English|es, Spanish",,,,,,,y,,,,," @HIDDEN @LANGUAGE-CURRENT-SURVEY"
sed_bm_bfy_dtt,sed_bm_bfy,,text,"Start time",,,datetime_seconds_mdy,,,,,y,,,,," @HIDDEN @NOW"
sed_bm_bfy_timestamp_start,sed_bm_bfy,,text,"Start time (server)",,,datetime_seconds_mdy,,,,,y,,,,," @HIDDEN @NOW-SERVER"
sed_bm_bfy_location,sed_bm_bfy,,dropdown,"Remote or on-site?","1, Remote|2, On-site",,,,,,,y,,,,," @IF([event-name][visit_start_complete] != 2, @DEFAULT='1', @DEFAULT='2') @HIDDEN"
sed_bm_bfy_bensvc_001,sed_bm_bfy,"Services and Support",checkbox,"Have you received any of these services in the past 12 months...","1, Food stamps SNAP / EBT | 2, Free or reduced childcare | 3, Early Head Start | 4, Head Start | 5, Women, Infants and Children (WIC) | 6, State Unemployment | 7, Cash assistance | 8, Free or reduced school lunch | 9, Housing assistance | 10, LIHEAP/heat/AC assistance | 13, Home visitation | 11, Other | 12, None | 999, <font color=""gray"">Don't know</font> | 777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,," @NONEOFTHEABOVE='777,999,12'
@IF([event-name] != 'v05_arm_1', @HIDECHOICE='13', '')"
sed_bm_bfy_econstr_001,sed_bm_bfy,"Economic Stress",radio,"How often do you worry about being able to meet your monthly living expenses?","1, All the time|2, Very frequently|3, Occasionally|4, Rarely|5, Very rarely|6, Never|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,,
sed_bm_bfy_econstr_002,sed_bm_bfy,,radio,"In the past 12 months, would you say that your household has spent more, less or about as much as all of your sources of income combined?","1, More than combined income|2, The same as combined income|3, Less than combined income|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,,
sed_bm_bfy_econstr_003,sed_bm_bfy,,radio,"In the past 12 months have you ever missed a rent or mortgage payment?","1, Yes|0, No|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,,
sed_bm_bfy_econstr_004,sed_bm_bfy,,radio,"Have you set aside emergency or rainy day funds that would cover your expenses for 1 month in case of sickness, job loss, economic downturn, or other emergencies?","1, Yes|0, No|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,,
sed_bm_bfy_econstr_005,sed_bm_bfy,,radio,"If you were to lose your main source of income, for example your job or government benefits, could you cover your expenses for one month by borrowing money, using savings, selling assets, or borrowing from friends/family?","1, Yes|0, No|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,,
sed_bm_bfy_econstr_006,sed_bm_bfy,,radio,"In the past 12 months, did you ever miss a payment for oil, gas, water, or electricity?","1, Yes|0, No|2, Not applicable, does not pay or does not have these utilities|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,,
sed_bm_bfy_econstr_006_i_01,sed_bm_bfy,,radio,"In the past 12 months, was your gas, water, or electricity ever shut off for nonpayment?","1, Yes|0, No|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,"[sed_bm_bfy_econstr_006] = '1'",y,,,,,
sed_bm_bfy_econstr_007,sed_bm_bfy,,radio,"In the past 12 months, have you EVER been forced to leave or were evicted from your home?","1, Yes|0, No|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,,
sed_bm_bfy_econstr_008,sed_bm_bfy,,radio,"There are many reasons people do not get medical care. During the past 12 months, was there any time when you or your [child/children] needed medical or dental care but did not get it? ","1, Yes|0, No|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,,
ph_cg_cnq_lang,ph_cg_cnq,,radio,Language,"en, English|es, Spanish",,,,,,,y,,,,," @HIDDEN @LANGUAGE-CURRENT-SURVEY"
ph_cg_cnq_dtt,ph_cg_cnq,,text,"Start time",,,datetime_seconds_mdy,,,,,y,,,,," @HIDDEN @NOW"
ph_cg_cnq_timestamp_start,ph_cg_cnq,,text,"Start time (server)",,,datetime_seconds_mdy,,,,,y,,,,," @HIDDEN @NOW-SERVER"
ph_cg_cnq_location,ph_cg_cnq,,dropdown,"Remote or on-site?","1, Remote|2, On-site",,,,,,,y,,,,," @IF([event-name][visit_start_complete] != 2, @DEFAULT='1', @DEFAULT='2') @HIDDEN"
ph_cg_cnq_001,ph_cg_cnq,,radio,"How much milk does your child drink each day?","1, Less than 1 cup|2, 1-2 cups|3, 3 or more cups|4, Does not drink milk|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,,
ph_cg_cnq_001_i_01,ph_cg_cnq,,checkbox,"What kind of milk does your child drink?","1, Cows milk|2, Lactose Free|3, Chocolate milk|4, Goats milk|5, Soy milk|6, Almond milk|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,"[ph_cg_cnq_001] != '' AND ([ph_cg_cnq_001] = '1' OR [ph_cg_cnq_001] ='2' OR [ph_cg_cnq_001] = '3')",y,,,,," @NONEOFTHEABOVE='777,999'"
ph_cg_cnq_001_i_02,ph_cg_cnq,,checkbox,"What kind of cow's milk?","1, Raw milk|2, Whole milk|3, 2% milk|4, 1% milk|5, Skim milk|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,"[ph_cg_cnq_001_i_01(1)] = '1'",y,,,,," @NONEOFTHEABOVE='777,999'"
ph_cg_cnq_002,ph_cg_cnq,,checkbox,"What other beverages does your child drink?","1, Soda/Pop|2, Kool-Aid|3, 100% Juice|4, Drinks in boxes/pouches|5, Juice drinks (punch, cocktail)|6, Sweet tea|7, Gatorade|8, Energy drinks|9, None of these|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,," @NONEOFTHEABOVE='777,999'"
ph_cg_cnq_002_i_01,ph_cg_cnq,,radio,"Do you add water to these beverages","1, Yes|0, No|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,"[ph_cg_cnq_002(9)] = ''",y,,,,,
ph_cg_cnq_004,ph_cg_cnq,,radio,"Does your child drink plain water? ","1, Yes|0, No|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,,
ph_cg_cnq_004_i_01,ph_cg_cnq,,radio,"How much plain water does your child drink each day? ","1, Less than 1 cup|2, 1-2 cups|3, 3 or more cups|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,"[ph_cg_cnq_004] = '1'",y,,,,,
ph_cg_cnq_006,ph_cg_cnq,,radio,"Does your child use a bottle? ","1, Yes|0, No|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,,
ph_cg_cnq_006_i_01,ph_cg_cnq,,radio,"Does your child go to sleep with the bottle?","1, Yes|0, No|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,"[ph_cg_cnq_006] = '1'",y,,,,,
ph_cg_cnq_006_i_02,ph_cg_cnq,,checkbox,"What beverage is in the bottle when the child is sleeping?","1, Plain water|2, Milk (including cow's milk and other milks)|3, Juice drinks (including Kool-Aid, 100% Juice, Sweet Tea and Gatorade)|4, Soda/Pop|5, Other|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,"[ph_cg_cnq_006_i_01] = '1'",y,,,,," @NONEOFTHEABOVE='777,999'"
ph_cg_cnq_007,ph_cg_cnq,,radio,"Does your child use a sippy cup? ","1, Yes|0, No|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,,
ph_cg_cnq_008,ph_cg_cnq,,radio,"Does your child eat table foods?","1, Yes|0, No|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,,
ph_cg_cnq_008_i_01,ph_cg_cnq,,radio,"What is the texture of the table foods your child eats? ","1, Mashed|2, Finely chopped|3, Chunky|4, Regular|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,"[ph_cg_cnq_008] = '1'",y,,,,,
ph_cg_cnq_008_i_02,ph_cg_cnq,,radio,"Is your child able to feed them self?","1, Yes|0, No|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,"[ph_cg_cnq_008] = '1'",y,,,,,
ph_cg_cnq_008_i_02_i_01,ph_cg_cnq,,checkbox,"How does your child feed themselves?","1, Spoon|2, Fork|3, Fingers|4, Other|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,"[ph_cg_cnq_008_i_02] = '1'",y,,,,," @NONEOFTHEABOVE='777,999'"
ph_cg_cnq_009,ph_cg_cnq,,checkbox,"Check any concerns you have with getting your child to eat well","1, Picky eater|2, Leaves food on the plate|3, Wants the same food all the time|4, Begs for snacks between meals|5, Wants milk or juice all day long|6, None of these|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,," @NONEOFTHEABOVE='777,999,6'"
ph_cg_cnq_010,ph_cg_cnq,,radio,"Where does your child usually eat?","1, Daycare or babysitter outside of the child's home|2, Relatives|3, Usually at home|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,,
ph_cg_cnq_011,ph_cg_cnq,,radio,"Does your child have any food allergies? ","1, Yes|0, No|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,,y,,,,,
ph_cg_cnq_011_i_01,ph_cg_cnq,,checkbox,"If yes, which foods is your child allergic to? ","1, Seafood|2, Peanuts|3, Nuts|4, Eggs|5, Wheat|6, Soy|7, Milk|8, Other|999, <font color=""gray"">Don't know</font>|777, <font color=""gray"">Decline to answer</font>",,,,,,"[ph_cg_cnq_011] = '1'",y,,,,," @NONEOFTHEABOVE='777,999'"
